id	site	country	latitude	longitude	coord_source	period	fauna_source	taxon	occurrence	geometry
186	Wadi Halfa, west bank	Sudan	21	31	Kopp & Röllig 1994	Epipalaeolithic	Turnbull pers. comm.	Equus	1	c(-377642.95843646, -1204550.15133398)
188	Wadi Shaw	Sudan	20.5	27.25	Kopp & Röllig 1994	Bronze Age	Uerpmann 1987	Equus	1	c(-782428.593442173, -1228525.39062109)
22	Azraq, C-spring	Jordan	31.834	36.82	Copeland 1988	Middle Palaeolithic	Clutton-Brock 1970	Equus	1	c(249786.309153102, -12181.0692182643)
35	Can Hasan III	Turkey	37.25	33.37	CONTEXT	Early Neolithic	Payne 1972; Payne pers. comm.	Equus	1	c(-53258.4797460996, 595449.035460353)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Equus	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Equus	1	c(140634.563830146, 96234.1161960032)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Equus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Equus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Equus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Equus	1	c(-301204.731019632, 595673.119184418)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Equus	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Equus	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Equus	1	c(72704.0739183721, 72071.2054972711)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Equus	1	c(30538.60063779, 9917.36011700606)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Equus	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Equus	1	c(98781.2163103981, -41717.8739641996)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Equus	1	c(76722.2667550283, 83070.6358973941)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Equus	1	c(76722.2667550283, 83070.6358973941)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Lower Palaeolithic	Perkins 1968; Lehmann 1970	Equus	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Upper Palaeolithic	Perkins 1968; Lehmann 1970	Equus	1	c(235203.417783656, 224534.300716145)
191	Yabroud	Syria	33.967	36.65	Schyle 1992	Epipalaeolithic	Perkins 1968; Lehmann 1970	Equus	1	c(235203.417783656, 224534.300716145)
41	Dakhla Oasis	Egypt	25.573	29.062	Pleiades	Late Neolithic	Churcher 1983	Equus	1	c(-541655.609604295, -675278.741639175)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Middle Palaeolithic	Vaufrey 1951; Davis 1980	Sus	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Upper Palaeolithic	Vaufrey 1951; Davis 1980	Sus	1	c(99053.9896468004, -28735.2618986187)
57	Erq el-Ahmar	Israel	31.667	35.233	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Davis 1980	Sus	1	c(99053.9896468004, -28735.2618986187)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Protoneolithic	Moore, Hillman & Legge 1975	Sus	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Early Neolithic	Moore, Hillman & Legge 1975	Sus	1	c(394692.703588336, 435521.440033392)
2	Abu Hureyra	Syria	35.867	38.4	Schyle & Uerpmann 1996	Late Neolithic	Moore, Hillman & Legge 1975	Sus	1	c(394692.703588336, 435521.440033392)
7	Ain Ghazal	Jordan	31.93	35.94	CONTEXT	Early Neolithic	Köhler-Rollefson 1984	Sus	1	c(166565.422333821, -726.912206819514)
8	Ain Mallaha	Israel	33.13	35.58	CONTEXT	Protoneolithic	Ducos 1968, for Canis see Davis & Valla 1978	Sus	1	c(134838.049742573, 132901.947768156)
9	Ali Kosh	Iran	32.56	47.32	CONTEXT	Early Neolithic	Hole, Flannery & Neely 1969	Sus	1	c(1235094.18024837, 114527.236575312)
10	Ali Tappe	Iran	36.68	53.55	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Sus	1	c(1742202.84002912, 641361.375128835)
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Sus	1	c(231315.09083293, 479779.19246715)
13	Anau	Soviet Union	38.187	58.477	Pleiades	Late Neolithic	Duerst 1908	Sus	1	c(2140309.79700835, 886199.804364659)
14	Apamee, Tell	Syria	35.491	36.402	Pleiades	Late Neolithic	Gautier 1977	Sus	1	c(213880.699852039, 393722.284344744)
16	Arad	Israel	31.28	35.126	Pleiades	Bronze Age	Lernau 1972; Davis 1976	Sus	1	c(87951.1947988456, -71462.5313420306)
18	Asiab	Iran	34.3	47.19	CONTEXT	Protoneolithic	Bökönyi 1977	Sus	1	c(1204129.0116148, 305366.951274242)
19	Aşıklı Hüyük	Turkey	38.35	34.23	CONTEXT	Early Neolithic	Payne 1985	Sus	1	c(26829.7353281366, 714932.07074722)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Late Neolithic	Meadow 1979a	Sus	1	c(3245840.72247868, -291653.411543074)
23	Balakot	Pakistan	25.45	66.7	Dales 1974	Bronze Age	Meadow 1979a	Sus	1	c(3245840.72247868, -291653.411543074)
25	Bastam	Iran	38.891	44.894	Pleiades	Iron Age	Krauss 1975	Sus	1	c(955499.591976215, 795427.891674279)
28	Beidha	Jordan	30.37	35.45	CONTEXT	Early Neolithic	Hecker 1974, 1982	Sus	1	c(116933.788271583, -173144.152248296)
29	Beisamoun	Israel	33.093	35.58	Bocquentin et al. 2011	Early Neolithic	Davis 1978	Sus	1	c(134765.982487938, 128799.293080832)
35	Can Hasan III	Turkey	37.25	33.37	CONTEXT	Early Neolithic	Payne 1972; Payne pers. comm.	Sus	1	c(-53258.4797460996, 595449.035460353)
36	Choga Mami	Iraq	33.9	45.17	CONTEXT	Late Neolithic	Bökönyi 1978	Sus	1	c(1022384.67467957, 244879.216064029)
37	Çatal Hüyük	Turkey	37.668	32.828	Pleiades	Early Neolithic	Perkins 1969	Sus	1	c(-99252.4381309696, 643861.280826802)
38	Çayönü Tepesi	Turkey	38.218	39.727	Pleiades	Early Neolithic	Lawrence 1980, 1982; Meadow 1986	Sus	1	c(508477.312768298, 698485.66909826)
40	Dahan-i Gulaman	Iran	30.78	61.136	Pleiades	Iron Age	Compagnoni 1980a	Sus	1	c(2560058.53949001, 138648.879590284)
42	Dehsavar	Iran	34.313	47.131	Motarjem pers. comm.	Late Neolithic	Bökönyi 1977	Sus	1	c(1198585.30749944, 306273.896420686)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Bronze Age	Clason & Buitenhuis 1978b	Sus	1	c(136887.971880415, 29363.2789451955)
43	Deir Alla	Jordan	32.197	35.621	vici:23804	Iron Age	Clason & Buitenhuis 1978b	Sus	1	c(136887.971880415, 29363.2789451955)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Sus	1	c(-299886.313943121, 900720.52145837)
48	Djeitun	Soviet Union	38.3	58.4	Harris 1997	Late Neolithic	Shevchenko 1960	Sus	1	c(2131095.39278368, 897086.099077295)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Upper Palaeolithic	Tchernov 1976	Sus	1	c(140634.563830146, 96234.1161960032)
52	Ein Gev	Israel	32.8	35.65	CONTEXT	Epipalaeolithic	Tchernov 1976	Sus	1	c(140634.563830146, 96234.1161960032)
53	Ein Mir'i	Israel	33.067	35.45	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Sus	1	c(122577.178138777, 126137.369788729)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Sus	1	c(126091.239650483, 63173.5517499667)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Sus	1	c(126091.239650483, 63173.5517499667)
61	Fikirtepe	Turkey	41	28	Kopp & Röllig 1994	Late Neolithic	Röhrs & Herre 1961; Boessneck & von den Driesch 1979	Sus	1	c(-490233.306256193, 1042679.42626747)
62	Ganj-e Dare	Iran	34.42	47.57	CONTEXT	Early Neolithic	Hesse 1978, 1982	Sus	1	c(1237579.87339618, 322079.649616256)
63	Gat, Tel	Israel	31.4	34.5	Kopp & Röllig 1994	Bronze Age	Ducos 1968	Sus	1	c(28655.6537723075, -56644.0190029946)
66	Geulah cave	Israel	32.796	35.003	Wreschner et al. 1960	Middle Palaeolithic	Angress 1960b	Sus	1	c(80143.0237460615, 96969.4781158309)
72	Guran, Tepe	Iran	33.73	47.07	CONTEXT	Early Neolithic	Flannery pers. comm.	Sus	1	c(1199224.29801424, 241386.873798038)
73	Hacılar	Turkey	37.6	30.1	Pleiades	Early Neolithic	Westley 1970	Sus	1	c(-340316.280257581, 650390.702736355)
75	Hagoshrim	Israel	33.221	35.624	vici:57351	Late Neolithic	Ducos 1986	Sus	1	c(138999.031937357, 142961.135014899)
76	Hajji Firuz	Iran	37.04	45.54	CONTEXT	Late Neolithic	Meadow 1983	Sus	1	c(1028213.28474937, 594761.418627756)
78	Hassek Hüyük	Turkey	37.698	39.009	vici:42297	Bronze Age	Boessneck & von den Driesch 1981	Sus	1	c(446462.646661252, 639440.624396683)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Sus	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Sus	1	c(389054.083250308, 623682.003704047)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Epipalaeolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Sus	1	c(100758.143309398, 110267.595268908)
80	Hayonim	Israel	32.92	35.22	CONTEXT	Protoneolithic	Bar Yosef & Tchernov 1966; Henry, Leroi-Gourhan & Davis in press	Sus	1	c(100758.143309398, 110267.595268908)
82	Hefziba	Israel	32.433	34.867	Kopp & Röllig 1994	Epipalaeolithic	Söffner pers. comm.	Sus	1	c(66413.6427743952, 57022.8895869752)
83	Hesbon	Jordan	31.75	35.75	Kopp & Röllig 1994	Iron Age	Weiler 1981; Boessneck & von den Driesch 1977, 1978	Sus	1	c(148269.173084659, -20430.2305081719)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Bronze Age	Boessneck 1977; Boessneck & Kokabi 1981	Sus	1	c(1049958.25172206, 28206.5789462211)
88	Ishan Bahriyat (Isin)	Iraq	31.933	45.283	Pleiades	Iron Age	Boessneck 1977; Boessneck & Kokabi 1981	Sus	1	c(1049958.25172206, 28206.5789462211)
89	Jarmo	Iraq	35.56	44.92	CONTEXT	Early Neolithic	Stampfli 1983	Sus	1	c(985519.493635671, 426680.235011012)
90	Jericho	Israel	31.86	35.47	CONTEXT	Protoneolithic	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Early Neolithic	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Late Neolithic	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Bronze Age	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Iron Age	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Hellenistic	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Roman	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
90	Jericho	Israel	31.86	35.47	CONTEXT	Byzantine	Clutton-Brock 1979; Nobis 1968	Sus	1	c(121946.844248254, -7767.03694464226)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Epipalaeolithic	Uerpmann & Frey 1981	Sus	1	c(1718892.58036483, 634240.898935515)
91	Kamarband, Ghar-e	Iran	36.65	53.28	CONTEXT	Late Neolithic	Uerpmann & Frey 1981	Sus	1	c(1718892.58036483, 634240.898935515)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Lower Palaeolithic	Uerpmann 1987	Sus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Middle Palaeolithic	Uerpmann 1987	Sus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Upper Palaeolithic	Uerpmann 1987	Sus	1	c(-301204.731019632, 595673.119184418)
92	Kara'in	Turkey	37.133	30.583	Schyle 1992	Epipalaeolithic	Uerpmann 1987	Sus	1	c(-301204.731019632, 595673.119184418)
93	Karataş-Semayük	Turkey	38.917	39	Schyle 1992	Bronze Age	Hesse & Perkins 1974	Sus	1	c(443449.029587262, 774948.358547301)
94	Karim Shahir	Iraq	35.564	44.957	Braidwood et al. 1983	Protoneolithic	Stampfli 1983	Sus	1	c(988830.306470392, 427374.958944862)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Middle Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Sus	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Upper Palaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Sus	1	c(72704.0739183721, 72071.2054972711)
95	Kebarah Cave	Israel	32.57	34.93	CONTEXT	Epipalaeolithic	Saxon 1974; Davis 1977; Uerpmann 1987	Sus	1	c(72704.0739183721, 72071.2054972711)
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Epipalaeolithic	Vaufrey 1951; Ducos 1968	Sus	1	c(102202.820037935, -32575.1498092698)
98	Khiam, al-	Israel	31.633	35.267	Schyle & Uerpmann 1996	Early Neolithic	Vaufrey 1951; Ducos 1968	Sus	1	c(102202.820037935, -32575.1498092698)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Middle Palaeolithic	Hole & Flannery 1967	Sus	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Upper Palaeolithic	Hole & Flannery 1967	Sus	1	c(1319980.17599268, 227313.794258659)
99	Khorramabad Caves	Iran	33.492	48.349	Hole 2007 (KR-15/Ghamari)	Epipalaeolithic	Hole & Flannery 1967	Sus	1	c(1319980.17599268, 227313.794258659)
101	Kordlar Tepe	Iran	37.5	45	Kopp & Röllig 1994	Iron Age	Wolff 1976	Sus	1	c(976420.446482186, 641925.665725138)
197	Korucutepe	Turkey	38.637	39.537	Pleiades	Bronze Age	Boessneck & von den Driesch 1975	Sus	1	c(490804.763325585, 744691.988449277)
198	Körtepe	Turkey	38.667	39.333	Kopp & Röllig 1994	Late Neolithic	von den Driesch 1976	Sus	1	c(472943.539663482, 747660.261413171)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Middle Palaeolithic	Hooijer 1961; Uerpmann 1987	Sus	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Upper Palaeolithic	Hooijer 1961; Uerpmann 1987	Sus	1	c(138219.532544085, 220126.38867036)
102	Ksar 'Akil	Lebanon	33.917	35.6	Schyle 1992	Epipalaeolithic	Hooijer 1961; Uerpmann 1987	Sus	1	c(138219.532544085, 220126.38867036)
103	Labweh, Tell	Lebanon	34.187	36.358	vici:57360	Early Neolithic	Bökönyi 1978	Sus	1	c(208465.883543934, 249154.981734128)
106	M'lefaat	Iraq	36.31	43.54	CONTEXT	Protoneolithic	Turnbull 1983	Sus	1	c(855617.352202282, 501195.829994454)
107	Mdamagh	Jordan	30.333	35.45	Schyle 1992	Epipalaeolithic	Perkins 1966; Uerpmann 1987	Sus	1	c(116856.276840709, -177254.755901992)
108	Malyan	Iran	29.99	52.52	CONTEXT	Bronze Age	Zeder 1984, 1986	Sus	1	c(1762544.89068789, -106811.593577871)
108	Malyan	Iran	29.99	52.52	CONTEXT	Iron Age	Zeder 1984, 1986	Sus	1	c(1762544.89068789, -106811.593577871)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Early Neolithic	Meadow 1984	Sus	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Late Neolithic	Meadow 1984	Sus	1	c(3202899.28978515, 156600.753668087)
111	Mehrgarh	Pakistan	29.403	67.599	vici:32060	Bronze Age	Meadow 1984	Sus	1	c(3202899.28978515, 156600.753668087)
114	Mohenjo Daro	Pakistan	27.329	68.139	Pleiades	Bronze Age	Sewell 1931	Sus	1	c(3322631.76927846, -48119.6611414824)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Ducos 1968	Sus	1	c(126091.239650483, 63173.5517499667)
115	Munhatta	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Ducos 1968	Sus	1	c(126091.239650483, 63173.5517499667)
116	Mureybit	Syria	36.083	38.083	CONTEXT	Protoneolithic	Ducos 1978	Sus	1	c(365893.894936156, 459232.117894372)
118	Nagila, Tel	Israel	28.698	33.83	Pleiades	Bronze Age	Ducos 1968	Sus	1	c(-45600.3960236334, -354815.63591198)
120	Nahal Hadera V	Israel	32.467	34.9	Schyle & Uerpmann 1996	Epipalaeolithic	Saxon, Martin & Bar-Yosef 1978	Sus	1	c(69609.1629135645, 60717.3727431757)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Epipalaeolithic	Ducos 1968; Noy, Legge & Higgs 1973	Sus	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Protoneolithic	Ducos 1968; Noy, Legge & Higgs 1973	Sus	1	c(76853.2323693437, 88614.9073553353)
121	Nahal Oren	Israel	32.72	34.97	CONTEXT	Early Neolithic	Ducos 1968; Noy, Legge & Higgs 1973	Sus	1	c(76853.2323693437, 88614.9073553353)
122	Naharya	Israel	33	35.083	Kopp & Röllig 1994	Bronze Age	Ducos 1968	Sus	1	c(88144.7306894928, 119417.333154426)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Late Neolithic	Boessneck & von den Driesch 1976	Sus	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Bronze Age	Boessneck & von den Driesch 1976	Sus	1	c(485002.344380646, 742565.286782645)
125	Norşun Tepe	Turkey	38.619	39.47	vici:29338	Iron Age	Boessneck & von den Driesch 1976	Sus	1	c(485002.344380646, 742565.286782645)
127	Pa Sangar	Iran	33.485	48.341	Hole & Flannery 1967	Epipalaeolithic	Hole & Flannery 1967; Uerpmann 1987	Sus	1	c(1319325.74261956, 226461.236728286)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Epipalaeolithic	Turnbull & Reed 1974; Uerpmann 1987	Sus	1	c(1002009.15375219, 436836.320813888)
128	Palegawra	Iraq	35.64	45.11	CONTEXT	Early Neolithic	Turnbull & Reed 1974; Uerpmann 1987	Sus	1	c(1002009.15375219, 436836.320813888)
131	Pulur Hüyük	Turkey	38	38	Kopp & Röllig 1994	Late Neolithic	Deniz 1975	Sus	1	c(357170.13433875, 671978.687322843)
131	Pulur Hüyük	Turkey	38	38	Kopp & Röllig 1994	Bronze Age	Deniz 1975	Sus	1	c(357170.13433875, 671978.687322843)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Middle Palaeolithic	Bouchud 1969	Sus	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Upper Palaeolithic	Bouchud 1969	Sus	1	c(107744.015442883, 85716.9706848231)
132	Qafzeh, Grotte du Djebel Qafzeh	Israel	32.7	35.3	Schyle 1992	Epipalaeolithic	Bouchud 1969	Sus	1	c(107744.015442883, 85716.9706848231)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Upper Palaeolithic	Garrard in Saxon 1976	Sus	1	c(86990.0718650762, 80614.7482903585)
199	Rakefet	Israel	32.65	35.08	CONTEXT	Epipalaeolithic	Garrard in Saxon 1976	Sus	1	c(86990.0718650762, 80614.7482903585)
138	Ras al-Amiya	Iraq	32.5	44.5	Kopp & Röllig 1994	Late Neolithic	Flannery & Cornwall 1969	Sus	1	c(971607.790845973, 85412.9583140418)
146	Sabz, Tepe	Iran	32.59	47.26	CONTEXT	Late Neolithic	Hole, Flannery & Neely 1969	Sus	1	c(1229158.22566846, 117283.744247731)
148	Sarab	Iran	34.38	47.09	CONTEXT	Early Neolithic	Bökönyi 1977, 1978	Sus	1	c(1194113.43937599, 313303.636998439)
149	Sawwan, Tell es-	Iraq	34.122	43.905	vici:21265	Late Neolithic	Bökönyi 1978	Sus	1	c(904109.055185071, 261107.425727652)
150	Shah Tappe	Iran	36	54	Kopp & Röllig 1994	Bronze Age	Amschler 1939	Sus	1	c(1794314.69075355, 573458.85868876)
152	Shams ed-Din Tannira	Syria	36.167	38.167	Kopp & Röllig 1994	Late Neolithic	Uerpmann 1982	Sus	1	c(373383.46525821, 468610.375379864)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Middle Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Sus	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Upper Palaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Sus	1	c(912859.998042341, 559407.444888798)
153	Shanidar	Iraq	36.8	44.22	CONTEXT	Epipalaeolithic	Perkins 1964; Evins 1981; Uerpmann 1987	Sus	1	c(912859.998042341, 559407.444888798)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Middle Palaeolithic	Bate 1942; Uerpmann 1987	Sus	1	c(80879.3415624907, 6739.60950241837)
155	Shuqba	Israel	31.983	35.033	Schyle & Uerpmann 1996	Epipalaeolithic	Bate 1942; Uerpmann 1987	Sus	1	c(80879.3415624907, 6739.60950241837)
156	Siahbid	Iran	34.25	47	Kopp & Röllig 1994	Late Neolithic	Bökönyi 1977	Sus	1	c(1187255.25678295, 298159.906137472)
158	Sibri	Pakistan	29	67	Kopp & Röllig 1994	Bronze Age	Meadow pers. comm.	Sus	1	c(3160106.58348331, 96592.2276723977)
164	Suberde	Turkey	37.333	31.933	Gebel 1984	Early Neolithic	Perkins & Daly 1968	Sus	1	c(-180202.505014866, 610599.537564198)
200	Tepecik	Turkey	41.468	34.17	Pleiades:845078	Late Neolithic	Boessneck & von den Driesch 1979	Sus	1	c(32545.1893163311, 1062521.6173896)
174	Troy	Turkey	39.957	26.238	Pleiades	Bronze Age	Gejvall 1938, 1939	Sus	1	c(-651404.0776574, 942112.311094933)
175	Tula'i Tepe	Iran	32.333	48.167	Kopp & Röllig 1994	Early Neolithic	Wheeler 1977	Sus	1	c(1316939.38984801, 97683.3965242787)
201	Tülintepe	Turkey	38.641	39.41	vici:51559	Late Neolithic	Boessneck & von den Driesch 1976b	Sus	1	c(479717.147370399, 744903.360234628)
179	Umm Dabagiyah	Iraq	35.5	42.5	Kopp & Röllig 1994	Early Neolithic	Bökönyi 1978	Sus	1	c(766946.285458252, 406199.429251299)
180	Uruk-Warka	Iraq	31.319	45.617	Pleiades	Bronze Age	Boessneck, von den Driesch & Steger 1984	Sus	1	c(1087048.11409912, -37171.8167876709)
180	Uruk-Warka	Iraq	31.319	45.617	Pleiades	Iron Age	Boessneck, von den Driesch & Steger 1984	Sus	1	c(1087048.11409912, -37171.8167876709)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Upper Palaeolithic	Bate 1937; Uerpmann 1987	Sus	1	c(76722.2667550283, 83070.6358973941)
181	Wad, al-	Israel	32.67	34.97	CONTEXT	Epipalaeolithic	Bate 1937; Uerpmann 1987	Sus	1	c(76722.2667550283, 83070.6358973941)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	MP:UP	Turnbull 1975	Sus	1	c(1196369.62917705, 315750.811028217)
190	Warwasi	Iran	34.4	47.117	Schyle 1992	Epipalaeolithic	Turnbull 1975	Sus	1	c(1196369.62917705, 315750.811028217)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Late Neolithic	Meadow pers. comm.	Sus	1	c(2157201.83800856, -198059.537384878)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Bronze Age	Meadow pers. comm.	Sus	1	c(2157201.83800856, -198059.537384878)
192	Yahya Tepe	Iran	28.583	56.35	Pleiades	Iron Age	Meadow pers. comm.	Sus	1	c(2157201.83800856, -198059.537384878)
163	Skhul	Israel	32	34.5	Kopp & Röllig 1994	Middle Palaeolithic	Bate 1937	Sus	1	c(30538.60063779, 9917.36011700606)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Lower Palaeolithic	Bate 1937	Sus	1	c(98781.2163103981, -41717.8739641996)
167	Tabun	Israel	31.55	35.233	Schyle 1992	Middle Palaeolithic	Bate 1937	Sus	1	c(98781.2163103981, -41717.8739641996)
69	Gilf Kebir, Wadi Bakht	Egypt	23.167	26	Schyle & Uerpmann 1996	Late Neolithic	Gautier 1980, 1982	Dama	1	c(-881875.475678944, -913836.680658718)
12	Amuq	Turkey	36.268	36.587	Yener 2005	Late Neolithic	Stampfli 1983	Dama	1	c(231315.09083293, 479779.19246715)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Early Neolithic	Jarman 1974	Dama	1	c(126091.239650483, 63173.5517499667)
55	Eli, Tel	Israel	32.5	35.5	Kopp & Röllig 1994	Late Neolithic	Jarman 1974	Dama	1	c(126091.239650483, 63173.5517499667)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Early Neolithic	Buitenhuis pers. comm.; Clason 1985	Dama	1	c(389054.083250308, 623682.003704047)
79	Hayaz Hüyük	Turkey	37.563	38.357	vici:57511	Late Neolithic	Buitenhuis pers. comm.; Clason 1985	Dama	1	c(389054.083250308, 623682.003704047)
30	Beldibi	Turkey	36.75	30.533	Schyle & Uerpmann 1996	Epipalaeolithic	Uerpmann 1987	Dama	1	c(-308514.379108688, 553548.815368521)
44	Demirci Hüyük	Turkey	39.87	30.36	CONTEXT	Bronze Age	Rauh 1981	Dama	1	c(-299886.313943121, 900720.52145837)
